,comment,date
2727,"1000 points coming again nice !
","Jan 04, 2019 11:04AM ET"
2728,"This is in the top 5 of the most unwarranted moves ive seen in the stock market lol. Shoukd be green but this is crazy
","Jan 04, 2019 11:04AM ET"
2729,"Unstoppable
","Jan 04, 2019 11:02AM ET"
2730,"let's see if this holds and don't fizzle out
","Jan 04, 2019 10:58AM ET"
2731,"if Dow cross 23420. ,only then go for long
","Jan 04, 2019 10:51AM ET"
2732,"This panel discussion is just a bonfire of the central banker vanities.
","Jan 04, 2019 10:46AM ET"
2733,"24000 today history ever made
","Jan 04, 2019 10:29AM ET"
2734,"will be 26000 soon
","Jan 04, 2019 10:18AM ET"
2735,"target reach 23200
","Jan 04, 2019 10:03AM ET"
2736,"23200 today target
","Jan 04, 2019 9:58AM ET"
2737,"Bye everyone :)nothing for me today.
","Jan 04, 2019 9:58AM ET"
2738,"Lol i could understand 100-200 pts up but this is crazy.
","Jan 04, 2019 9:50AM ET"
2739,"So holiday jobs at Target and Walmart with a rising unemployment rate make economy STRONG... got it...
","Jan 04, 2019 9:43AM ET"
2740,"Nice rally yesterday for traders to collect low. Time to slap the bears on inflation not recession
","Jan 04, 2019 9:34AM ET"
2741,"Trade talk news is in effect
","Jan 04, 2019 9:26AM ET"
2742,"Europe stock index price also should be fall because they have bad decisions on global affairs.
","Jan 04, 2019 8:43AM ET"
2743,"I think it will rise from now, but the highest highs are over
","Jan 04, 2019 8:12AM ET"
2744,"Buy at 22,480
","Jan 04, 2019 7:48AM ET"
2745,"well done Xi Jinping and Putin more.. below 20k comon
","Jan 04, 2019 6:02AM ET"
2746,"16k by next year is a significant possibility. No matter how people package it this is a bear market. And if you look at the monthly chart, given historical trends like that of 2008 we will see at least 3 more drops like that of december. It is in the mark...Show more
","Jan 04, 2019 12:56AM ET"
2747,"Shorting again at 229 this is headed down
","Jan 03, 2019 6:24PM ET"
2748,"Market will rebound to target 23,300 job data and powell power and fund managers buying back for new year. Friday is buying day.
","Jan 03, 2019 5:07PM ET"
2749,"20k otw
","Jan 03, 2019 4:40PM ET"
2750,"market down, volume up. very strong down trend signal
","Jan 03, 2019 4:10PM ET"
2751,"An after hours flash crash will be nice too..
","Jan 03, 2019 4:00PM ET"
2752,"Down 666. Up to their old games
","Jan 03, 2019 3:59PM ET"
2753,"no rescue today!!
","Jan 03, 2019 3:56PM ET"
2754,"Told you guys. When Dow was at 22900 that we are going to close the day in 22600-22700.
","Jan 03, 2019 3:18PM ET"
2755,"BPT... Bear Protection Team.... they have renamed themselves... muhahahahhahahahahhaha
","Jan 03, 2019 3:13PM ET"
2756,"Ppt happy for a market crash ans will continue raising interest rates... take money from Bulls... muhahahahahhahahaha
","Jan 03, 2019 3:11PM ET"
2757,"Ppt ditched bulls and became bears... muhahahahaha
","Jan 03, 2019 3:04PM ET"
2758,"Now is the time to get into Precious Metals... esp Silver.  My good friend at HSBC told me Apple just closed out their huge short position.  No more need for them to suppress the price of silver for their products.
","Jan 03, 2019 3:01PM ET"
2759,"accelerating now...
","Jan 03, 2019 2:58PM ET"
2760,"The DOW is the biggest PONZI scheme ever besides Bitcoin and a few of my investment strategies.  Get out now.
","Jan 03, 2019 2:50PM ET"
2761,"There are 2 types of people commenting here: 1.) Those who are interested in the stock market and want to engage in discussion. 2.) Complete imbecils who don't know what they're talking about.
","Jan 03, 2019 2:42PM ET"
2762,"think somehow dow will be able to hold its recently made bottom@21700 and will move upwards till 24500
","Jan 03, 2019 2:24PM ET"
2763,"So now we're into pre NFP territory. Movement during the next 18 hours will be entirely artificial. So be careful.
","Jan 03, 2019 1:59PM ET"
2764,"will drop further.. I wouldn't rush in... only time it will go up is if trump wakes up.. he hasn't learnt anything and keeps his arms crossed...
","Jan 03, 2019 1:57PM ET"
2765,"Time to buy when there is blood in the streets!
","Jan 03, 2019 1:36PM ET"
2766,"Big boys dont step in until 2pm EST. We shall see where they want to print the close soon
","Jan 03, 2019 1:33PM ET"
2767,"It's time to buy, we are still in upward trend
","Jan 03, 2019 1:31PM ET"
2768,"chicken will come home to roost
","Jan 03, 2019 1:16PM ET"
2769,"Erase the entire world debts and do not allow credit debt
","Jan 03, 2019 1:15PM ET"
2770,"FIAT money is based on nothing
","Jan 03, 2019 1:12PM ET"
2771,"It will push gold at 10 000$ an ounce
","Jan 03, 2019 1:11PM ET"
2772,"Scrap the FED and goback to the gold standard
","Jan 03, 2019 1:10PM ET"
2773,"Everybody lol
","Jan 03, 2019 1:08PM ET"
2774,"Eveevidy is running for the door
","Jan 03, 2019 1:07PM ET"
2775,"is this a correction or a bare market ?
","Jan 03, 2019 12:53PM ET"
2776,"Market is saying do deal with China and drop the Fed rate.
","Jan 03, 2019 12:43PM ET"
2777,"Who are todays pumpers pushing up CADUSD &amp; GBPUSD... which pumps up oil....
","Jan 03, 2019 12:42PM ET"
2778,"22,418 tgt
","Jan 03, 2019 12:29PM ET"
2779,"Correction down below 20000 is not only possible but most likely to happen this year.
","Jan 03, 2019 12:25PM ET"
2780,"Apple warns, the rest will follow suit... blaming the trade war with China
","Jan 03, 2019 12:25PM ET"
2781,"Is a correction to 18,000 possible?
","Jan 03, 2019 12:20PM ET"
2782,"Going to close the day at 22.600-700 zone.
","Jan 03, 2019 12:18PM ET"
2783,"My guess for today is that the dow will close the gap at 23250... lets  wait and see!
","Jan 03, 2019 12:10PM ET"
2784,"-2000 Ha ha ha
","Jan 03, 2019 12:04PM ET"
2785,"wait ,4 hr to spend yet
","Jan 03, 2019 11:53AM ET"
2786,"another huge sell off incoming
","Jan 03, 2019 11:52AM ET"
2787,"Cover some shorts, attract some longs, short it back down. Makes sense right?
","Jan 03, 2019 11:50AM ET"
2788,"buy buy buy...
","Jan 03, 2019 11:47AM ET"
2789,"Ppt manipulating again lol
","Jan 03, 2019 11:45AM ET"
2790,"No one know, Every one gives just opinion. No logic...
","Jan 03, 2019 11:33AM ET"
2791,"Hilarious that some news coverage is blaming last night's curry flash crash on retail traders. Yep It was my £1 stake on USDJPY which caused it to crash.
","Jan 03, 2019 11:32AM ET"
2792,"today will close 22000
","Jan 03, 2019 11:30AM ET"
2793,"short 22826
","Jan 03, 2019 11:25AM ET"
2794,"going to 2400, wait and see
","Jan 03, 2019 11:17AM ET"
2795,"Always remember: the trend is your friend, i wouldn't be surprised to see 15K, you think this is crazy? two years Trump was saying ugly bubble about the 15K stock market!
","Jan 03, 2019 11:14AM ET"
2796,"what news seem to be bad? i dint fallow news.
","Jan 03, 2019 11:01AM ET"
2797,"Call me mad but have accumulated 25kg of silver past 12 months. See what happens.
","Jan 03, 2019 11:00AM ET"
2798,"Inverted 1 year Bond higher yield than 10 year Bad Sign
","Jan 03, 2019 10:59AM ET"
2799,"volume is huge, 100M in 75 mins. this shows power of downtrend.
","Jan 03, 2019 10:47AM ET"
2800,"this market has been overcooked for years buoyed by cheap credit
","Jan 03, 2019 10:45AM ET"
2801,"I have never seen such an idiotic market; the economy is booming ... I have not seen such crowds and sales during Christmas for a long time now... The Chinese have painted themselves in a corner .... the US is booming and their economy is slowing down. Thi...Show more
","Jan 03, 2019 10:43AM ET"
2802,"I guess what people thought was a bear trap turned out to be a bull trap. Today we got the real breakdown of that textbook rising wedge.
","Jan 03, 2019 10:40AM ET"
2803,"will recover by the end of day
","Jan 03, 2019 10:23AM ET"
2804,"2008 was swift fast and poison was out quickly ...... this time it could get more painful!!
","Jan 03, 2019 10:21AM ET"
2805,"below 22000 will bring smile to my face
","Jan 03, 2019 10:17AM ET"
2806,"I have been saying for months, bear market 2019. Trump's tariffs and his $1.2 trillion deficit tax cut for the rich shoved the bulls away faster, although the bear would have shown up anyway later. Pension 401k buying for year end is over, Apple sales are ...Show more
","Jan 03, 2019 10:15AM ET"
2807,"Going to 18000
","Jan 03, 2019 10:09AM ET"
2808,"Going to 18000
","Jan 03, 2019 10:09AM ET"
2809,"Fundamentals for the win for once
","Jan 03, 2019 10:08AM ET"
2810,"PPT credit card limit extended or back sub 22k soon ?
","Jan 03, 2019 10:08AM ET"
2811,"Just some adj and then up up up, mno way for bears, loosers once again...
","Jan 03, 2019 9:58AM ET"
2812,"down hard
","Jan 03, 2019 9:32AM ET"
2813,"Awfully quite today.... calling all pumpers, calling all pumpers... the US Jam needs your help... muhahahaha
","Jan 03, 2019 9:21AM ET"
2814,"DJIA doing its best impression of an earth without gravity.
","Jan 03, 2019 9:02AM ET"
2815,"23,346. A return move to neckline of a double top pattern. Shd resume down trend until target of 19,950-20,000 is reached. Doing a flat 3-3-5 wave correction.
","Jan 03, 2019 7:30AM ET"
2816,"https://tvc-invdn-com.akamaized.net/data/tvc_fba895e3f662c5627a327cf3f4a27e05.png
","Jan 03, 2019 7:25AM ET"
2817,"The China deal will get made, if you are not in on that day...curses foiled again. I HAVE SPOKE N MINNION.
","Jan 02, 2019 9:02PM ET"
2818,"fibonacci 50% resistance, now we go down.
","Jan 02, 2019 8:40PM ET"
2819,"This is so cynical. Trump &amp; China will reach a trade deal and da boyz just want to pick up stocks at lower rates as this is peak market.
","Jan 02, 2019 6:36PM ET"
2820,"SOER
","Jan 02, 2019 6:16PM ET"
2821,"So da boyz dumped more at the close. Freaked out all the curries though.
","Jan 02, 2019 6:05PM ET"
2822,"Crash rehearsal :-)
","Jan 02, 2019 6:04PM ET"
2823,"will continue trend moderate gains daily
","Jan 02, 2019 5:58PM ET"
2824,"Will the release of tomorrow's PMI drive the market down like most have been saying it will go down?
","Jan 02, 2019 5:03PM ET"
2825,"AAPL profits warning. Only a matter of time before it's the same for all the FAANGs
","Jan 02, 2019 4:42PM ET"
2826,"PUMP DUMP PUMP DUMP That's Trump ..
","Jan 02, 2019 4:40PM ET"
2827,"Any limits of PPT, anyone?
","Jan 02, 2019 4:17PM ET"
2828,"look at the market actiom ... clearly manipulated to end in green.. barely.. lol
","Jan 02, 2019 4:00PM ET"
2829,"They love the algo, they need the algo... because it slows the losses they will be making... as the world listens to its news with thumbs down....
","Jan 02, 2019 3:39PM ET"
2830,"Will finish higher trump on campaign. Trail
","Jan 02, 2019 3:37PM ET"
2831,"Here comes the pump... they the PPT will never let it drop... they want the pump.. they need the pump... they cant handle the truth... muhahahahahaha
","Jan 02, 2019 3:25PM ET"
2832,"Hey just checking on the Dow .. I am short from 23427 since morning today and will stay short till TP 20500 or even below. I am not into day trading )) my positions should not be followed by those who are into day trading like my friend viklo.. I would lov...Show more
","Jan 02, 2019 3:20PM ET"
2833,"Head and Shoulders pattern... but something tells me its too good to be true.
","Jan 02, 2019 3:19PM ET"
2834,"Plunge protection team can't do it... With those volumes sitting out...
","Jan 02, 2019 3:15PM ET"
2835,"Looks to be headed back to morning lows ...
","Jan 02, 2019 3:13PM ET"
2836,"Wow Goldmans up 5% today... Mnuchin “...glitch in the market...”
","Jan 02, 2019 2:39PM ET"
2837,"30,000 then 50,000 Big deal coming with Xi and Trump pre March 31st 2019. Going to set scene for monster global bull market and commodities bull market.
","Jan 02, 2019 2:37PM ET"
2838,"Stop Going sideways
","Jan 02, 2019 2:33PM ET"
2839,"23050 coming
","Jan 02, 2019 2:30PM ET"
2840,"CCCL making large gains again today
","Jan 02, 2019 2:17PM ET"
2841,"you're in wrong game. what you need is co-location and a quant designed algo to work the latency arbitrage across the exchanges!!!
","Jan 02, 2019 1:58PM ET"
2842,"In Jesus Name. Bless me to become a successful investor and bless me to give back to those who truly needs It In Jesus Name.
","Jan 02, 2019 1:31PM ET"
2843,"In Jesus Name. Bless me to become a successful investor and bless me to give back to those who truly needs It In Jesus Name.
","Jan 02, 2019 1:31PM ET"
2844,"re enter only above 23420
","Jan 02, 2019 1:28PM ET"
2845,"23400 seems big resistancebook profit
","Jan 02, 2019 1:22PM ET"
2846,"target reach fast 23500
","Jan 02, 2019 1:11PM ET"
2847,"only buy it reach today target 23500
","Jan 02, 2019 12:58PM ET"
2848,"now market trend is height so don't short
","Jan 02, 2019 12:50PM ET"
2849,"this market will close moderately higher
","Jan 02, 2019 12:24PM ET"
2850,"this week until Friday is RED only
","Jan 02, 2019 12:20PM ET"
2851,"Pretty shocking US30 spread with most brokers.
","Jan 02, 2019 12:04PM ET"
2852,"Jiggle
","Jan 02, 2019 12:03PM ET"
2853,"The market wiil close down 300 or more in red
","Jan 02, 2019 11:57AM ET"
2854,"Abc xyz ??? Waiting for you dear
","Jan 02, 2019 11:55AM ET"
2855,"Glad I ignored the doombots.
","Jan 02, 2019 11:43AM ET"
2856,"23456 would be a great
","Jan 02, 2019 11:21AM ET"
2857,"todays tgt is 23415 approx
","Jan 02, 2019 11:10AM ET"
2858,"where is the volume?
","Jan 02, 2019 11:10AM ET"
2859,"today it will cross 23400
","Jan 02, 2019 11:08AM ET"
2860,"Which way will the wind ******the house down....
","Jan 02, 2019 11:03AM ET"
2861,"dont worry DJ will be 30k at the end of this year guys
","Jan 02, 2019 11:03AM ET"
2862,"above 23220 for target 23333-23440-23550+
","Jan 02, 2019 10:47AM ET"
2863,"close above 23500
","Jan 02, 2019 10:38AM ET"
2864,"from cmp it will go -200 down
","Jan 02, 2019 10:38AM ET"
2865,"be ready for min 200 points up
","Jan 02, 2019 10:36AM ET"
2866,"down
","Jan 02, 2019 10:30AM ET"
2867,"gaya ye ab
","Jan 02, 2019 10:30AM ET"
2868,"going to be in green
","Jan 02, 2019 10:30AM ET"
2869,"Or so I hope.
","Jan 02, 2019 10:25AM ET"
2870,"It’ll close red today :)
","Jan 02, 2019 10:25AM ET"
2871,"red, green, close red
","Jan 02, 2019 10:15AM ET"
2872,"Market today heavily impacted by the news from white house and whether or not the government shutdown can and will be resolved
","Jan 02, 2019 10:08AM ET"
2873,"For today closing at abt. 22400
","Jan 02, 2019 10:03AM ET"
2874,"sell near 22000 ..see my comments
","Jan 02, 2019 9:58AM ET"
2875,"Buy dow tgt 23500
","Jan 02, 2019 9:53AM ET"
2876,"Falling knife....
","Jan 02, 2019 9:47AM ET"
2877,"what about 24600. any one?
","Jan 02, 2019 9:43AM ET"
2878,"buy amazon and alphabet
","Jan 02, 2019 9:38AM ET"
2879,"22460 tgt
","Jan 02, 2019 9:33AM ET"
2880,"Happy new crash year..
","Jan 02, 2019 9:31AM ET"
2881,"down
","Jan 02, 2019 9:17AM ET"
2882,"Going down 2%
","Jan 02, 2019 9:10AM ET"
2883,"going down
","Jan 02, 2019 8:28AM ET"
2884,"Hi guys,  what do you think on the first minutes at the opening?
","Jan 02, 2019 8:22AM ET"
2885,"Be bold.
","Jan 02, 2019 6:24AM ET"
2886,"Buy all you can..don't get left in the gate.
","Jan 02, 2019 6:23AM ET"
2887,"I thought bear only comes when everyone unprepared. It seems a well-prepared bear this time.
","Jan 02, 2019 5:56AM ET"
2888,"New DOW highs coming as I called last week.  Everyone was selling and I was buying.  It is always a blast.  Thanks for playing.  I did tell you real time on YouTube.  Silver will soon hit $12.91 or lower and these self claimed ""brains"" will be doing as the...Show more
","Jan 01, 2019 9:01PM ET"
2889,"Where are we headed?
","Jan 01, 2019 12:17PM ET"
2890,"don't buy anything only sell this is the final retracement level sell sell and only sell
","Jan 01, 2019 11:07AM ET"
2891,"18000 going
","Jan 01, 2019 11:06AM ET"
2892,"DJI https://www.tradingview.com/x/EirCT2ZW/
","Jan 01, 2019 6:18AM ET"
2893,"TF was that last minute ********
","Dec 31, 2018 7:13PM ET"
